"","directorio","p6050","fex_c","ingtot","ocu","p6210s1","p6210","maxEducLevel","p6426","age","sex","estrato1","formal","informal","clase","oficio","sizeFirm","p7040","hoursWorkUsual","relab","cuentaPropia","microEmpresa","college","mean_ingtot","ingtot_boxcox","age_2","nuevo_pred","residuos","prediccion1","prediccion1_boxcox","female","log_income","predict_gender","femalenum","res_y","res_f","maxEducLevel_years","p6210_years","exp_pot_maxedu","exp_pot_p6210","exp_pot_p6210_2","dos_trabajo"
"467","4521353","1",300.063295075727,1100000,"1","9","4","5",3,22,"0","1","0","1","1","53","2","2",56,"1","0","1","0",966666.666666667,17.8943828857525,484,1090041.45750097,9958.54249902693,1090041.45750098,17.5815047026153,"1",13.9108207377686,1682380.5223916,1,0.94439170676377,0.611795461142553,10,9,7,8,64,0
"468","4521353","5",300.063295075727,9e+05,"1","6","4","5",18,25,"1","1","0","1","1","97","1","2",96,"4","1","1","0",966666.666666667,17.5698717168362,625,1227559.67584788,-327559.675847875,1227559.67584789,17.7157302156096,"0",13.7101500423064,1468060.41225547,0,0.656897059064457,-0.405683430217513,10,9,10,11,121,0
"469","4521353","5",300.063295075727,9e+05,"1","7","4","5",5,19,"1","1","0","1","1","97","1","2",96,"4","1","1","0",966666.666666667,17.5698717168362,361,939778.480038105,-39778.480038105,939778.480038114,17.4279244830304,"0",13.7101500423064,2052396.85111938,0,0.822265115188558,-0.363343292965344,10,9,4,5,25,0
"470","4521355","1",178.749386557181,1200000,"1","5","3","4",60,41,"0","1","0","1","1","55","2","2",8,"1","0","1","0",1200000,18.03579778489,1681,1745745.35307281,-545745.353072813,1745745.35307283,18.1047201291619,"1",13.9978321147582,1677661.72676605,1,0.678302001744539,0.576056196426205,5,5,31,31,961,0
"471","4521357","1",238.640556816578,3e+05,"1","4","3","3",36,55,"1","2","0","1","1","95","1","2",48,"4","1","1","0",3e+05,15.832885316385,3025,1901780.10793876,-1601780.10793876,1901780.10793877,17.9934764830747,"0",12.6115377536383,1057253.13784402,0,-0.691140462563692,-0.482520066278146,4,5,46,45,2025,0
"472","4521358","1",341.979787849128,9e+05,"1","11","5","6",36,48,"1","1","0","1","1","95","2","2",48,"5","0","1","1",9e+05,17.5698717168362,2304,1858456.79698814,-958456.796988138,1858456.79698815,18.1017861185036,"0",13.7101500423064,2051692.89044311,0,0.292698672469183,-0.465706294563249,11,13,32,30,900,0
"473","4521358","2",341.979787849128,9e+05,"1","11","5","6",36,35,"0","1","0","1","1","79","1","2",48,"4","1","1","1",9e+05,17.5698717168362,1225,1593908.25450002,-693908.254500016,1593908.25450003,18.0233646002148,"1",13.7101500423064,1661983.84820843,1,0.334393325570788,0.5451242976848,11,13,19,17,289,0
"474","4521361","1",205.425424579072,1500000,"1","5","3","4",0,37,"1","3","0","1","1","77","2","2",56,"1","0","1","0",1100000,18.4004244125722,1369,1650184.95807582,-150184.958075822,1650184.95807583,18.0590852016818,"0",14.2209756660724,1245900.73494363,0,0.808624570566231,-0.500333693414565,5,5,27,27,729,0
"475","4521361","2",205.425424579072,7e+05,"1","5","3","4",6,36,"0","3","0","1","1","53","3","2",54,"1","0","0","0",1100000,17.1666464379872,1296,1622754.64846103,-922754.648461028,1622754.64846104,18.0423001624256,"1",13.4588356140255,1658440.01554508,1,0.0488272277264715,0.503737724127542,5,5,26,26,676,0
"476","4521362","1",337.736755040595,406000,"1","11","5","6",8,40,"0","2","0","1","1","5","1","1",18,"4","1","1","1",406000,16.304663985733,1600,1723979.38084289,-1317979.38084289,1723979.3808429,18.0965371817236,"1",12.9141084385839,1499367.98060372,1,-0.542695966329731,0.479922640106802,11,13,24,22,484,1
"477","4521363","1",258.629844712917,6e+05,"1","2","6","7",2,63,"0","2","0","1","1","53","2","2",30,"1","0","1","0",875000,16.9210564734319,3969,1866327.40253779,-1266327.40253779,1866327.4025378,17.7406626653144,"1",13.3046849341983,1212705.65013923,1,-0.272560842231654,0.45432043628043,15,19,43,39,1521,0
"478","4521363","3",258.629844712917,1150000,"1","3","6","7",2,32,"1","2","0","1","1","53","2","2",60,"1","0","1","0",875000,17.9665744324488,1024,1498872.56653967,-348872.566539667,1498872.56653968,17.9536547758555,"0",13.9552725003394,1811681.0737787,0,0.2675642182129,-0.584394099938855,15,19,12,8,64,0
"479","4521364","1",390.675524437783,3e+05,"1","2","6","7",12,29,"1","2","0","1","1","98","1","2",72,"4","1","1","0",3e+05,15.832885316385,841,1391092.11946335,-1091092.11946335,1391092.11946336,17.8645902449057,"0",12.6115377536383,1304587.48843098,0,-1.04015500037721,-0.567938329167336,15,19,9,5,25,0
"480","4521367","1",185.746022046368,1200000,"1","11","5","6",13,52,"1","3","0","1","1","98","1","2",72,"4","1","1","1",1156875,18.03579778489,2704,1891709.48075152,-691709.480751517,1891709.48075153,18.0527980359855,"0",13.9978321147582,1698557.49650444,0,0.448859041223659,-0.531162820203,11,13,36,34,1156,0
"481","4521367","2",185.746022046368,1660000,"1","11","5","6",18,48,"0","3","1","0","1","54","1","2",45,"3","0","1","1",1156875,18.5669764638768,2304,1858456.79698814,-198456.796988138,1858456.79698815,18.1017861185036,"1",14.3223281603327,1628334.84172804,1,0.233770022480533,0.528764541571806,11,13,32,30,900,0
"482","4521367","3",185.746022046368,467500,"1","2","6","7",6,30,"0","3","1","0","1","33","4","2",8,"1","0","0","0",1156875,16.5262915953748,900,1428435.01950168,-960935.019501676,1428435.01950169,17.8964289448435,"1",13.0551546277109,1685584.14092843,1,-1.22459941783222,0.471622709758545,15,19,10,6,36,0
"483","4521367","3",185.746022046368,1300000,"1","11","5","6",36,23,"1","3","1","0","1","98","1","2",72,"4","1","1","1",1156875,18.1662655970313,529,1137296.94796283,162703.052037174,1137296.94796284,17.6283970632346,"0",14.0778748224318,1811681.0737787,0,0.219243216344702,-0.393847995255161,11,13,7,5,25,0
"484","4521369","1",299.140446051598,8e+05,"1","2","6","7",8,32,"0","2","0","1","1","45","2","2",48,"1","0","1","0",8e+05,17.3804537583836,1024,1498872.56653967,-698872.566539667,1498872.56653968,17.9536547758555,"1",13.5923670066501,1617646.66717874,1,-0.101848003646471,0.417109213049556,15,19,12,8,64,0
"485","4521371","1",232.254737058118,350000,"1","11","5","6",120,41,"0","2","0","1","1","39","1","2",60,"4","1","1","1",706484.333333333,16.0726215790876,1681,1745745.35307281,-1395745.35307281,1745745.35307283,18.1047201291619,"1",12.7656884334656,1580119.92850073,1,-0.816910609569741,0.506804363661905,11,13,25,23,529,0
"486","4521371","2",232.254737058118,8e+05,"1","11","5","6",24,44,"1","2","0","1","1","98","1","2",72,"4","1","1","1",706484.333333333,17.3804537583836,1936,1802546.76368526,-1002546.76368526,1802546.76368527,18.1163658337496,"0",13.5923670066501,2089671.50364079,0,0.107639065132922,-0.518707022350682,11,13,28,26,676,0
"487","4521371","3",232.254737058118,969453,"1","11","5","6",24,22,"1","2","0","1","1","53","4","2",48,"1","0","0","1",706484.333333333,17.6898206950523,484,1090041.45750097,-120588.457500973,1090041.45750098,17.5815047026153,"0",13.7844872738925,1738363.24503545,0,0.581336162760057,-0.435489998243966,11,13,6,4,16,0
"488","4521373","1",254.121161167727,1289806.66666667,"1","9","4","5",156,54,"1","2","1","0","1","84","5","2",48,"1","0","0","0",1086165.16666667,18.1534184108438,2916,1899839.3165559,-610032.649889226,1899839.31655591,18.0154008569994,"0",14.0700028943051,2083323.68450076,0,0.127202359358137,-0.395334242614142,10,9,39,40,1600,0
"489","4521373","2",254.121161167727,882523.666666667,"1","8","4","5",12,47,"0","2","1","0","1","90","5","2",48,"1","0","0","0",1086165.16666667,17.5382824907866,2209,1846603.41518175,-964079.74851508,1846603.41518176,18.1086568317468,"1",13.6905408851826,1684437.51624586,1,-0.144738376883052,0.552557328907553,10,9,32,33,1089,0
"490","4521374","1",205.425424579072,15254000,"1","8","6","7",16,50,"1","5","1","0","1","11","5","2",55,"1","0","0","0",9127000,22.3629052139346,2500,1877915.30756227,13376084.6924377,1877915.30756228,18.0815931231535,"0",16.5403523217063,1304587.48843098,0,1.21620025809193,-0.608412326789979,15,19,30,26,676,0
"491","4521374","2",205.425424579072,3e+06,"1","5","6","7",3,50,"0","5","1","0","1","42","5","2",70,"1","0","0","0",9127000,19.551287830667,2500,1877915.30756226,1122084.69243774,1877915.30756228,18.0815931231535,"1",14.9141228466324,1617646.66717874,1,-0.395931305946999,0.388330495068464,15,19,30,26,676,0
"492","4521375","1",201.182391770539,2650000,"1","6","6","7",180,42,"0","5","1","0","1","21","5","2",48,"1","0","0","0",2650000,19.3432726212747,1764,1766095.24095652,883904.759043485,1766095.24095653,18.1107525536456,"1",14.7900701979624,1372423.46046176,1,-0.726897713428678,0.426851337145383,15,19,22,18,324,0
"493","4521377","1",263.1506421975,912523.666666667,"1","11","5","6",13,40,"1","2","1","0","1","37","2","2",48,"1","0","1","1",912523.666666667,17.5921467013237,1600,1723979.38084289,-811455.714176226,1723979.3808429,18.0965371817236,"0",13.7239693001755,2089942.25774705,0,-0.246882629775569,-0.451684609943943,11,13,24,22,484,0
"494","4521381","1",228.011704249585,1588211,"1","4","6","7",144,47,"0","2","1","0","1","34","5","2",48,"1","0","0","0",1588211,18.494255167293,2209,1846603.41518175,-258392.415181747,1846603.41518176,18.1086568317468,"1",14.2781187834991,1182899.72298458,1,-0.154169470213162,0.495417566931366,15,19,27,23,529,0
"495","4521382","1",262.584061093751,1100000,"1","5","6","7",11,39,"1","2","0","1","1","36","5","2",14,"1","0","0","0",1031370,17.8943828857525,1521,1700797.32426675,-600797.324266755,1700797.32426677,18.0862037113309,"0",13.9108207377686,1612652.33112363,0,0.143507282830023,-0.602544837234423,15,19,19,15,225,0
"496","4521382","2",262.584061093751,962740,"1","2","6","7",7,24,"0","2","1","0","1","59","5","2",48,"1","0","0","0",1031370,17.6785954140093,576,1183136.35407846,-220396.35407846,1183136.35407847,17.6731389008994,"1",13.7775386647107,1372423.46046176,1,-0.276688316813348,0.528139242633825,15,19,4,0,0,0
"497","4521384","1",266.041432134833,883357,"1","11","5","6",48,24,"1","2","1","0","1","39","2","2",48,"1","0","1","1",883357,17.5398024306941,576,1183136.35407846,-299779.35407846,1183136.35407847,17.6731389008994,"0",13.6914847013882,2094083.88580498,0,-0.0944850931353545,-0.376841869466754,11,13,8,6,36,0
"498","4521390","1",209.668457387605,480000,"1","11","5","6",10,54,"0","2","0","1","1","55","1","2",30,"4","1","1","1",480000,16.5678743679411,2916,1899839.3165559,-1419839.3165559,1899839.31655591,18.0154008569994,"1",13.0815413828841,1241601.20812219,1,-0.335444657441346,0.495478753632995,11,13,38,36,1296,0
"499","4521391","4",243.170309297705,882333.416666667,"1","2","6","7",18,24,"1","2","1","0","1","38","5","2",48,"1","0","0","0",882333.416666667,17.5379352942806,576,1183136.35407846,-300802.937411793,1183136.35407847,17.6731389008994,"0",13.6903252869877,920998.625912977,0,-0.375830696181406,-0.469104683554088,15,19,4,0,0,0
"500","4521392","1",262.584061093751,911333.416666667,"1","11","5","6",12,25,"1","2","1","0","1","58","5","2",48,"1","0","0","1",937000.041666667,17.5900424156272,625,1227559.67584788,-316226.259181208,1227559.67584789,17.7157302156096,"0",13.722664099039,849724.535788068,0,-0.0466559391280398,-0.392593808926302,11,13,9,7,49,0
"501","4521392","2",262.584061093751,962666.666666667,"1","0","6","7",1,23,"0","2","0","1","1","53","2","2",63,"1","0","1","0",937000.041666667,17.6784723714949,529,1137296.94796283,-174630.281296159,1137296.94796284,17.6283970632346,"1",13.7774624903267,1418379.77719581,1,0.26188653247254,0.466574998463532,15,19,3,0,0,0
"502","4521393","1",234.119759331995,1400000,"1","8","4","5",60,60,"1","2","0","1","1","45","1","2",60,"4","1","1","0",1050000,18.2873843826383,3600,1890242.79965979,-490242.799659789,1890242.7996598,17.8515967691332,"0",14.1519827945855,2075365.3333124,0,0.907615584343621,-0.459255307878773,10,9,45,46,2116,0
"503","4521393","2",234.119759331995,7e+05,"1","5","3","4",120,56,"0","2","0","1","1","41","1","2",40,"4","1","1","0",1050000,17.1666464379872,3136,1902304.8149754,-1202304.8149754,1902304.81497541,17.9694015861954,"1",13.4588356140255,1606048.12345775,1,0.0718068988288325,0.567946456365644,5,5,46,46,2116,0
"504","4521394","1",386.455657320291,1748807,"1","7","6","7",36,41,"1","3","1","0","1","2","5","2",40,"1","0","0","0",1684264.25,18.6528478119701,1681,1745745.35307281,3061.64692718645,1745745.35307283,18.1047201291619,"0",14.3744443991411,1904461.57392284,0,-0.0475998424130346,-0.552926835950832,15,19,21,17,289,0
"505","4521394","2",386.455657320291,1500000,"1","6","6","7",12,39,"0","3","1","0","1","39","5","2",40,"4","1","0","0",1684264.25,18.4004244125722,1521,1700797.32426675,-200797.324266755,1700797.32426677,18.0862037113309,"1",14.2209756660724,1668120.17689932,1,-0.165241806964498,0.443767146300609,15,19,19,15,225,0
"506","4521394","5",386.455657320291,2275000,"1","6","6","7",240,54,"1","3","1","0","1","5","5","2",48,"1","0","0","0",1684264.25,19.088651153543,2916,1899839.3165559,375160.683444104,1899839.31655591,18.0154008569994,"0",14.6374906103672,1468060.41225547,0,0.0405405972927751,-0.485579066252901,15,19,34,30,900,0
"507","4521394","5",386.455657320291,1213250,"1","7","6","7",25,54,"0","3","1","0","1","13","5","1",40,"2","0","0","0",1684264.25,18.0536753127099,2916,1899839.3165559,-686589.316555896,1899839.31655591,18.0154008569994,"1",14.0088132672675,1685820.39643932,1,-0.354978986381843,0.46055221832904,15,19,34,30,900,1
"508","4521395","5",254.132212919375,1549806.66666667,"1","3","6","7",30,40,"1","3","1","0","1","39","5","2",40,"1","0","0","0",2674951.66666667,18.4540386356735,1600,1723979.38084289,-174172.714176223,1723979.3808429,18.0965371817236,"0",14.2536407499331,1958262.58044395,0,-0.157561051169436,-0.553250030044008,15,19,20,16,256,0
"509","4521395","9",254.132212919375,6700000,"1","6","6","7",60,40,"0","3","1","0","1","11","5","2",40,"1","0","0","0",2674951.66666667,20.9205798909055,1600,1723979.38084289,4976020.61915711,1723979.3808429,18.0965371817236,"1",15.7176180843612,1650920.80666072,1,1.27388264240869,0.454266534898046,15,19,20,16,256,0
"510","4521395","5",254.132212919375,1550000,"1","6","6","7",1,51,"1","3","1","0","1","13","5","2",40,"1","0","0","0",2674951.66666667,18.4542434904769,2601,1885520.43633,-335520.43633,1885520.43633001,18.0682708410467,"0",14.2537654888954,2075365.3333124,0,-0.111616241087963,-0.554412547865057,15,19,31,27,729,0
"511","4521395","5",254.132212919375,9e+05,"1","4","3","3",9,50,"1","3","0","1","1","45","2","2",60,"4","1","1","0",2674951.66666667,17.5698717168362,2500,1877915.30756226,-977915.307562264,1877915.30756228,18.0815931231535,"0",13.7101500423064,2002209.9570329,0,0.281530476005053,-0.525282722882034,4,5,41,40,1600,0
"512","4521396","3",242.60582494906,2625000,"1","5","6","7",10,29,"1","3","1","0","1","8","5","2",48,"1","0","0","0",2450000,19.3274152810093,841,1391092.11946335,1233907.88053665,1391092.11946336,17.8645902449057,"0",14.7805914540079,2096127.62442332,0,0.513248045978956,-0.522378002126509,15,19,9,5,25,0
"513","4521396","3",242.60582494906,2275000,"1","3","6","7",256,48,"1","3","1","0","1","30","5","2",48,"1","0","0","0",2450000,19.088651153543,2304,1858456.79698814,416543.203011862,1858456.79698815,18.1017861185036,"0",14.6374906103672,1415667.3270869,0,-0.0218875743906413,-0.496350292366505,15,19,28,24,576,0
"514","4521397","1",239.228206856264,1070666.66666667,"1","5","6","7",120,35,"0","2","1","0","1","11","4","2",48,"1","0","0","0",1070666.66666667,17.8505417460163,1225,1593908.25450002,-523241.587833345,1593908.25450003,18.0233646002148,"1",13.8837920653807,1683561.79994605,1,-0.47721131591459,0.501483763232844,15,19,15,11,121,0
"515","4521398","3",131.653021505745,908190.333333333,"1","11","5","6",1,43,"0","2","1","0","1","97","4","2",48,"1","0","0","1",877023.666666667,17.5844728685296,1849,1785029.044494,-876838.711160665,1785029.04449401,18.1146344551748,"1",13.7192092538251,1460694.61724313,1,-0.2482510628094,0.542809396637378,11,13,27,25,625,0
"516","4521398","4",131.653021505745,845857,"1","11","5","6",7,20,"0","2","1","0","1","45","2","2",48,"1","0","1","1",877023.666666667,17.4699954360377,400,991282.223538613,-145425.223538613,991282.223538622,17.4812684125132,"1",13.6481055935682,1120556.76116024,1,0.00744520493237691,0.643283702041589,11,13,4,2,4,0
"517","4521399","1",420.808933500756,8e+05,"1","11","5","6",18,30,"1","3","0","1","1","53","2","2",40,"5","0","1","1",930444.444444444,17.3804537583836,900,1428435.01950168,-628435.019501676,1428435.01950169,17.8964289448435,"0",13.5923670066501,2051692.89044311,0,0.120944585824954,-0.507764404244932,11,13,14,12,144,0
"518","4521399","2",420.808933500756,1918000,"1","11","5","6",36,30,"0","3","1","0","1","30","5","2",48,"1","0","0","1",930444.444444444,18.8053935118052,900,1428435.01950168,489564.980498324,1428435.01950169,17.8964289448435,"1",14.4667935344255,1517339.10852648,1,0.467225677527925,0.56388552384588,11,13,14,12,144,0
"519","4521399","9",420.808933500756,73333.3333333333,"1","11","5","6",0,33,"0","3","0","1","1","53","2","2",8,"1","0","1","1",930444.444444444,13.7005338538947,1089,1531967.21353934,-1458633.880206,1531967.21353935,17.9790419069298,"1",11.2027705366664,1269586.39693347,1,-2.29260648088811,0.474816396909513,11,13,17,15,225,0
"520","4521403","1",182.992419365714,8e+05,"1","11","5","6",180,34,"1","2","0","1","1","45","1","2",60,"4","1","1","1",850000,17.3804537583836,1156,1563645.77619278,-763645.776192785,1563645.7761928,18.0022785150496,"0",13.5923670066501,1518355.60798445,0,-0.00125227536237289,-0.462614749480418,11,13,18,16,256,0
"521","4521403","2",182.992419365714,9e+05,"1","5","3","4",120,35,"0","2","0","1","1","41","1","2",60,"4","1","1","0",850000,17.5698717168362,1225,1593908.25450002,-693908.254500016,1593908.25450003,18.0233646002148,"1",13.7101500423064,1534399.86727757,1,0.295686001269213,0.556294329630946,5,5,25,25,625,0
"522","4521404","3",313.258790347258,1500000,"1","11","5","6",120,41,"1","3","1","0","1","98","2","2",40,"5","0","1","1",1133333.33333333,18.4004244125722,1681,1745745.35307281,-245745.353072814,1745745.35307283,18.1047201291619,"0",14.2209756660724,2021036.81116799,0,0.0205570596337421,-0.447134204967798,11,13,25,23,529,0
"523","4521404","9",313.258790347258,3e+05,"1","11","5","6",6,36,"0","3","0","1","1","36","2","2",40,"1","0","1","1",1133333.33333333,15.832885316385,1296,1622754.64846103,-1322754.64846103,1622754.64846104,18.0423001624256,"1",12.6115377536383,1654937.15034586,1,-0.923664891860775,0.466533417749141,11,13,20,18,324,0
"524","4521404","5",313.258790347258,1600000,"1","11","5","6",120,64,"0","3","1","0","1","79","4","2",48,"1","0","0","1",1133333.33333333,18.5064122912486,4096,1855523.43480468,-255523.434804682,1855523.43480469,17.6993835847991,"1",14.28551418721,1322825.66704098,1,0.296821229879388,0.621494070875677,11,13,48,46,2116,0
"525","4521405","1",303.383478860131,5766667,"1","5","6","7",84,37,"1","3","1","0","1","13","5","1",48,"1","0","0","0",5766667,20.662016260995,1369,1650184.95807582,4116482.04192418,1650184.95807583,18.0590852016818,"0",15.5676048286034,1958262.58044395,0,1.11762019845908,-0.534097877974913,15,19,17,13,169,1
"526","4521406","1",292.166976253452,1400000,"1","9","4","5",240,46,"1","2","0","1","1","97","1","2",80,"4","1","1","0",1400000,18.2873843826383,2116,1833333.94902914,-433333.949029137,1833333.94902915,18.1133770220356,"0",14.1519827945855,1415667.3270869,0,0.575638238260692,-0.458358626250868,10,9,31,32,1024,0
"527","4521407","1",242.904658561048,1e+05,"1","1","3","3",12,29,"0","2","0","1","1","99","4","2",6,"4","1","0","0",7e+05,14.1610598082669,841,1391092.11946335,-1291092.11946335,1391092.11946336,17.8645902449057,"1",11.5129254649702,1685584.14092843,1,-1.69500613890882,0.528616912874307,4,5,20,19,361,0
"528","4521407","2",242.904658561048,1e+06,"1","0","1","1",24,29,"1","2","0","1","1","81","4","2",66,"1","0","0","0",7e+05,17.7399710600835,841,1391092.11946335,-391092.119463353,1391092.11946336,17.8645902449057,"0",13.8155105579643,1905923.64609663,0,1.23437446251088,-0.61487247300073,0,0,24,24,576,0
"529","4521407","9",242.904658561048,1e+06,"1","5","3","4",1,21,"1","2","0","1","1","97","3","2",40,"1","0","0","0",7e+05,17.7399710600835,441,1041369.8826929,-41369.8826929021,1041369.88269291,17.5324618190415,"0",13.8155105579643,2021036.81116799,0,0.788272070501996,-0.396275340881545,5,5,11,11,121,0
"530","4521408","1",194.208921972393,2283333.33333333,"1","1","6","7",24,41,"1","3","1","0","1","98","5","2",60,"1","0","0","0",1455117.58333333,19.0947369264111,1681,1745745.35307281,537587.980260517,1745745.35307283,18.1047201291619,"0",14.6411469215703,1057253.13784402,0,0.232116136356128,-0.555933461927654,15,19,21,17,289,0
"531","4521408","2",194.208921972393,1487306.66666667,"1","11","5","6",36,40,"0","3","1","0","1","21","4","2",50,"1","0","0","1",1455117.58333333,18.3864859904315,1600,1723979.38084289,-236672.714176223,1723979.3808429,18.0965371817236,"1",14.212477435966,1395856.80341463,1,0.107488736189063,0.532999532089683,11,13,24,22,484,0
"532","4521408","3",194.208921972393,1228973.33333333,"1","2","6","7",6,21,"1","3","1","0","1","39","5","2",40,"1","0","0","0",1455117.58333333,18.0746470826501,441,1041369.8826929,187603.450640428,1041369.88269291,17.5324618190415,"0",14.0216896904554,1468060.41225547,0,-0.0667047225807717,-0.470911704211254,15,19,1,0,0,0
"533","4521408","3",194.208921972393,820857,"1","11","5","6",6,20,"0","3","1","0","1","39","4","2",48,"1","0","0","1",1455117.58333333,17.4217778763327,400,991282.223538613,-170425.223538613,991282.223538622,17.4812684125132,"1",13.6181041954319,1593539.21056508,1,-0.13066605034977,0.62195459212157,11,13,4,2,4,0
"534","4521409","1",254.687742271476,9e+05,"1","7","4","5",96,49,"1","2","0","1","1","93","5","2",48,"4","1","0","0",9e+05,17.5698717168362,2401,1868894.09444831,-968894.09444831,1868894.09444832,18.0927648823058,"0",13.7101500423064,1698557.49650444,0,0.300656881967847,-0.49069156995151,10,9,34,35,1225,0
"535","4521411","1",239.228206856264,1691666.66666667,"1","2","6","7",250,43,"0","3","1","0","1","33","4","2",48,"1","0","0","0",1429166.66666667,18.5980942403218,1849,1785029.044494,-93362.3778273285,1785029.04449401,18.1146344551748,"1",14.341224794224,1418379.77719581,1,-0.31817888280203,0.49937207875587,15,19,23,19,361,0
"536","4521411","3",239.228206856264,1166666.66666667,"1","11","5","6",15,21,"1","3","1","0","1","45","4","2",48,"1","0","0","1",1429166.66666667,17.9899662891984,441,1041369.8826929,125296.783973768,1041369.88269291,17.5324618190415,"0",13.9696612377915,1811681.0737787,0,0.184226561995849,-0.383910485583357,11,13,5,3,9,0
"537","4521412","1",184.857441639591,4e+06,"1","5","6","7",300,56,"1","4","1","0","1","21","4","2",50,"5","0","0","0",4e+06,20.0371521418088,3136,1902304.8149754,2097695.1850246,1902304.81497541,17.9694015861954,"0",15.2018049190842,1845193.15399094,0,-0.0087460280386962,-0.485055927119159,15,19,36,32,1024,0
"538","4521413","1",313.249835350714,3e+06,"1","5","6","7",420,60,"1","4","1","0","1","81","1","2",48,"4","1","1","0",4864137.58333334,19.551287830667,3600,1890242.79965979,1109757.20034021,1890242.7996598,17.8515967691332,"0",14.9141228466324,700882.687219472,0,-0.36491532384671,-0.435420393908795,15,19,40,36,1296,0
"539","4521413","2",313.249835350714,14116666.6666667,"1","3","6","7",324,53,"0","4","1","0","1","32","5","2",48,"2","0","0","0",4864137.58333334,22.2252976435505,2809,1896482.44082682,12220184.2258399,1896482.44082683,18.0351747079697,"1",16.4628666903942,1480486.48350926,1,1.19190185393407,0.509923832106339,15,19,33,29,841,0
"540","4521413","3",313.249835350714,848383.666666667,"1","11","5","6",124,26,"1","4","1","0","1","81","4","2",48,"1","0","0","1",4864137.58333334,17.4747918444489,676,1270566.91327107,-422183.246604405,1270566.91327108,17.7561710073654,"0",13.6510882495622,1981285.21345822,0,-0.942733942402655,-0.414208238329461,11,13,10,8,64,0
"541","4521413","3",313.249835350714,1491500,"1","5","6","7",58,29,"0","4","1","0","1","6","5","2",48,"1","0","0","0",4864137.58333334,18.3911033057112,841,1391092.11946335,100407.880536647,1391092.11946336,17.8645902449057,"1",14.2152928829369,1439992.38180531,1,-0.676691085179131,0.467435852797031,15,19,9,5,25,0
"542","4521414","1",386.43249162925,8e+05,"1","11","5","6",12,30,"0","2","0","1","1","55","2","1",24,"4","1","1","1",8e+05,17.3804537583836,900,1428435.01950168,-628435.019501676,1428435.01950169,17.8964289448435,"1",13.5923670066501,1685820.39643932,1,0.236645625835842,0.51181084052194,11,13,14,12,144,1
"543","4521415","1",151.920074078135,6e+05,"1","11","5","6",1,35,"0","1","0","1","1","55","1","2",24,"4","1","1","1",6e+05,16.9210564734319,1225,1593908.25450002,-993908.254500016,1593908.25450003,18.0233646002148,"1",13.3046849341983,1679413.15936566,1,-0.0331158682123604,0.536354971919069,11,13,19,17,289,0
"544","4521416","1",292.166976253452,4e+06,"1","11","5","6",300,43,"1","2","0","1","1","45","2","2",45,"5","0","1","1",2612236.66666667,20.0371521418088,1849,1785029.044494,2214970.955506,1785029.04449401,18.1146344551748,"0",15.2018049190842,1245900.73494363,0,1.41871790020697,-0.449415495232389,11,13,27,25,625,0
"545","4521416","2",292.166976253452,1224473.33333333,"1","3","6","7",144,37,"0","2","1","0","1","39","4","2",48,"1","0","0","0",2612236.66666667,18.0686715612663,1369,1650184.95807582,-425711.624742492,1650184.95807583,18.0590852016818,"1",14.0180213775409,1534399.86727757,1,-0.387836222462506,0.50201380966448,15,19,17,13,169,0
"546","4521417","1",254.687742271476,2e+06,"1","5","6","7",10,26,"1","3","1","0","1","13","5","2",18,"4","1","0","0",2254070,18.874708019171,676,1270566.91327107,729433.086728928,1270566.91327108,17.7561710073654,"0",14.5086577385242,1122233.55965015,0,0.298330287021089,-0.505304785270802,15,19,6,2,4,0
"547","4521417","2",254.687742271476,2508140,"1","5","6","7",1,26,"0","3","1","0","1","7","4","2",40,"1","0","0","0",2254070,19.2513035477098,676,1270566.91327107,1237573.08672893,1270566.91327108,17.7561710073654,"1",14.7350520005486,1668120.17689932,1,0.534484641300479,0.492440245246582,15,19,6,2,4,0
"548","4521418","1",399.138424363807,6e+05,"1","5","3","4",36,40,"1","1","0","1","1","38","1","2",50,"4","1","1","0",6e+05,16.9210564734319,1600,1723979.38084289,-1123979.38084289,1723979.3808429,18.0965371817236,"0",13.3046849341983,2083323.68450076,0,0.0155174461462867,-0.428776936632204,5,5,30,30,900,0
"549","4521421","1",151.920074078135,1058140,"1","11","5","6",96,42,"0","2","1","0","1","39","4","2",45,"1","0","0","1",1079070,17.8314652676178,1764,1766095.24095652,-707955.240956515,1766095.24095653,18.1107525536456,"1",13.872023207788,1646980.0833116,1,-0.196381455137656,0.567097978353222,11,13,26,24,576,0
"550","4521421","3",151.920074078135,1100000,"1","5","6","7",7,24,"0","2","0","1","1","18","3","2",42,"4","1","0","0",1079070,17.8943828857525,576,1183136.35407846,-83136.3540784597,1183136.35407847,17.6731389008994,"1",13.9108207377686,1212705.65013923,1,0.365219007807006,0.460999253508245,15,19,4,0,0,0
"551","4521422","1",303.383478860131,2e+05,"1","11","5","6",48,31,"1","3","0","1","1","38","1","2",45,"4","1","1","1",588666.708333333,15.2084095728228,961,1464361.83519378,-1264361.83519378,1464361.83519379,17.9261171218268,"0",12.2060726455302,1304587.48843098,0,-1.31350344116528,-0.504897922344267,11,13,15,13,169,0
