"","directorio","p6050","fex_c","ingtot","ocu","p6210s1","p6210","maxEducLevel","p6426","age","sex","estrato1","formal","informal","clase","oficio","sizeFirm","p7040","hoursWorkUsual","relab","cuentaPropia","microEmpresa","college","mean_ingtot","ingtot_boxcox","age_2","nuevo_pred","residuos","prediccion1","prediccion1_boxcox","female","log_income","predict_gender","femalenum","res_y","res_f","maxEducLevel_years","p6210_years","exp_pot_maxedu","exp_pot_p6210","exp_pot_p6210_2","dos_trabajo"
"1087","4535676","1",254.687742271476,4333333.33333333,"1","7","6","7",12,42,"1","4","1","0","1","2","5","2",45,"1","0","0","0",4333333.33333333,20.1732030263128,1764,1766095.24095652,2567238.09237682,1766095.24095653,18.1107525536456,"0",15.2818476267577,1845193.15399094,0,0.310036282148581,-0.581985859368842,15,19,22,18,324,0
"1088","4535677","1",254.386811904384,5e+05,"1","5","3","4",240,58,"0","2","0","1","1","79","1","2",28,"4","1","1","0",5e+05,16.6322808569644,3364,1899105.97601003,-1399105.97601003,1899105.97601004,17.9148002235733,"1",13.1223633774043,1088019.72649055,1,-0.366233093718258,0.607103360025705,5,5,48,48,2304,0
"1089","4535678","1",250.467875153984,750000,"1","8","4","5",336,49,"0","3","0","1","1","57","1","2",48,"4","1","1","0",1058179.25,17.2769921288677,2401,1868894.09444831,-1118894.09444831,1868894.09444832,18.0927648823058,"1",13.5278284855125,1685146.28277853,1,-0.251128113467111,0.548362391829646,10,9,34,35,1225,0
"1090","4535678","2",250.467875153984,799383.666666667,"1","8","4","5",168,54,"1","3","1","0","1","37","5","2",48,"1","0","0","0",1058179.25,17.3792168567757,2916,1899839.3165559,-1100455.64988923,1899839.31655591,18.0154008569994,"0",13.59159629306,1185116.09201668,0,-0.473412010067862,-0.413406174392604,10,9,39,40,1600,0
"1091","4535678","3",250.467875153984,1300000,"1","6","6","7",36,30,"0","3","1","0","1","21","5","2",40,"1","0","0","0",1058179.25,18.1662655970313,900,1428435.01950168,-128435.019501676,1428435.01950169,17.8964289448435,"1",14.0778748224318,1642491.22860469,1,-0.234412863961349,0.4791392747006,15,19,10,6,36,0
"1092","4535678","3",250.467875153984,1383333.33333333,"1","2","6","7",7,27,"1","3","1","0","1","53","4","2",48,"1","0","0","0",1058179.25,18.2677898578365,729,1312158.06634805,71175.266985279,1312158.06634806,17.7944612761667,"0",14.1400066035388,1905923.64609663,0,-0.0872012339951495,-0.512094510464859,15,19,7,3,9,0
"1093","4535679","1",311.869544477196,3e+06,"1","11","5","6",180,53,"0","3","0","1","1","57","3","2",77,"5","0","0","1",2250000,19.551287830667,2809,1896482.44082682,1103517.55917318,1896482.44082683,18.0351747079697,"1",14.9141228466324,1661983.84820843,1,1.19325130203743,0.513663229387923,11,13,37,35,1225,0
"1094","4535679","2",311.869544477196,1500000,"1","11","5","6",120,46,"1","3","1","0","1","98","1","2",96,"4","1","1","1",2250000,18.4004244125722,2116,1833333.94902914,-333333.949029137,1833333.94902915,18.1133770220356,"0",14.2209756660724,1876607.34476358,0,0.0158049673333131,-0.447829853224739,11,13,30,28,784,0
"1095","4535680","1",239.228206856264,4600000,"1","9","6","7",48,33,"0","4","1","0","1","31","5","2",40,"2","0","0","0",4600000,20.2749566810512,1089,1531967.21353933,3068032.78646067,1531967.21353935,17.9790419069298,"1",15.3415668614593,1683561.79994605,1,0.400204202759666,0.447023991813353,15,19,13,9,81,0
"1096","4535681","3",245.357330874611,368000,"1","1","6","7",5,20,"0","3","0","1","1","53","5","2",56,"1","0","0","0",588166.666666667,16.1508925787334,400,991282.223538613,-623282.223538613,991282.223538622,17.4812684125132,"1",12.8158382171511,1654937.15034586,1,-0.735942151868678,0.469817801685975,15,19,0,0,0,0
"1097","4535681","9",245.357330874611,808333.333333333,"1","2","6","7",24,38,"0","3","0","1","1","54","1","2",50,"3","0","1","0",588166.666666667,17.3970879941862,1444,1676199.1833444,-867865.850011065,1676199.18334441,18.0737197179836,"1",13.6027297936856,1681066.9479419,1,-0.281283309299447,0.381507894876317,15,19,18,14,196,0
"1098","4535682","1",201.182391770539,1501806.66666667,"1","5","6","7",10,36,"0","3","1","0","1","8","5","2",40,"2","0","0","0",1501806.66666667,18.4023990338388,1296,1622754.64846103,-120947.981794358,1622754.64846104,18.0423001624256,"1",14.2221793857556,1606048.12345775,1,-0.138706159581535,0.449929366388382,15,19,16,12,144,0
"1099","4535683","1",303.383478860131,1496166.66666667,"1","3","6","7",120,36,"1","2","1","0","1","3","5","2",48,"2","0","0","0",1529333.33333333,18.3962271043423,1296,1622754.64846103,-126587.981794358,1622754.64846104,18.0423001624256,"0",14.2184168395108,1468060.41225547,0,-0.152564410435505,-0.501431337735468,15,19,16,12,144,0
"1100","4535683","2",303.383478860131,1562500,"1","3","6","7",24,25,"0","2","1","0","1","39","5","2",40,"1","0","0","0",1529333.33333333,18.4674363414042,625,1227559.67584788,334940.324152125,1227559.67584789,17.7157302156096,"1",14.2617976605927,1617646.66717874,1,0.166744336590097,0.52566656790524,15,19,5,1,1,0
"1101","4535684","1",213.888324505096,7e+05,"1","10","5","6",4,40,"1","3","0","1","1","84","2","2",77,"1","0","1","1",950000,17.1666464379872,1600,1723979.38084289,-1023979.38084289,1723979.3808429,18.0965371817236,"0",13.4588356140255,1905923.64609663,0,-0.102825283948943,-0.542158126307422,11,13,24,22,484,0
"1102","4535684","2",213.888324505096,1200000,"1","5","6","7",1,24,"0","3","0","1","1","45","2","2",70,"4","1","1","0",950000,18.03579778489,576,1183136.35407846,16863.6459215403,1183136.35407847,17.6731389008994,"1",13.9978321147582,1088019.72649055,1,0.349542801125753,0.438417382764551,15,19,4,0,0,0
"1103","4535685","1",285.720834667537,1383140,"1","11","5","6",18,24,"1","1","1","0","1","53","3","2",84,"1","0","0","1",1383140,18.2675612270565,576,1183136.35407846,200003.64592154,1183136.35407847,17.6731389008994,"0",14.1398668347354,2021036.81116799,0,0.459238070183446,-0.3372777781388,11,13,8,6,36,0
"1104","4535687","1",303.383478860131,9e+05,"1","11","5","6",7,29,"1","2","0","1","1","45","1","2",60,"4","1","1","1",9e+05,17.5698717168362,841,1391092.11946335,-491092.119463353,1391092.11946336,17.8645902449057,"0",13.7101500423064,1415667.3270869,0,0.376599391261423,-0.484444840845731,11,13,13,11,121,0
"1105","4535688","1",303.383478860131,974806.666666667,"1","11","5","6",72,35,"1","1","1","0","1","81","5","2",48,"1","0","0","1",1137403.33333333,17.6987192938132,1225,1593908.25450002,-619101.587833349,1593908.25450003,18.0233646002148,"0",13.7899944397195,920998.625912977,0,-0.133427897598639,-0.378715835259154,11,13,19,17,289,0
"1106","4535688","2",303.383478860131,1300000,"1","1","6","7",1,37,"0","1","1","0","1","3","5","2",40,"4","1","0","0",1137403.33333333,18.1662655970313,1369,1650184.95807582,-350184.958075822,1650184.95807583,18.0590852016818,"1",14.0778748224318,1606048.12345775,1,-0.100098367065019,0.513265506377361,15,19,17,13,169,0
"1107","4535689","1",213.888324505096,1503140,"1","11","5","6",42,26,"1","3","1","0","1","39","5","2",48,"1","0","0","1",1186296.5,18.4038548490207,676,1270566.91327107,232573.086728928,1270566.91327108,17.7561710073654,"0",14.2230668114364,920998.625912977,0,0.290756639188824,-0.412540866853997,11,13,10,8,64,0
"1108","4535689","2",213.888324505096,869453,"1","11","5","6",11,19,"0","3","0","1","1","32","5","2",48,"1","0","0","1",1186296.5,17.5142595280759,361,939778.480038105,-70325.480038105,939778.480038114,17.4279244830304,"1",13.6756195572614,1628334.84172804,1,0.458085058600062,0.564534407421826,11,13,3,1,1,0
"1109","4535692","1",205.977456873266,879857,"1","11","5","6",120,47,"0","1","1","0","1","90","5","2",48,"1","0","0","1",850357,17.5334093571179,2209,1846603.41518175,-966746.415181747,1846603.41518176,18.1086568317468,"1",13.6875146732498,1638112.64710566,1,-0.333219449165323,0.621231220393011,11,13,31,29,841,0
"1110","4535692","3",205.977456873266,820857,"1","11","5","6",1,27,"0","1","1","0","1","45","2","2",54,"1","0","1","1",850357,17.4217778763327,729,1312158.06634805,-491301.066348051,1312158.06634806,17.7944612761667,"1",13.6181041954319,1517339.10852648,1,-0.107875383474002,0.639307639717302,11,13,11,9,81,0
"1111","4535693","1",238.640556816578,1e+06,"1","11","5","6",148,77,"1","3","0","1","1","41","1","2",84,"4","1","1","1",1e+06,17.7399710600835,5929,1586208.17876844,-586208.178768445,1586208.17876846,16.9670579492406,"0",13.8155105579643,2064334.37790192,0,0.688802057881601,-0.318643401575332,11,13,61,59,3481,0
"1112","4535694","1",254.687742271476,8e+05,"1","5","3","4",18,51,"1","3","0","1","1","84","3","2",70,"4","1","0","0",8e+05,17.3804537583836,2601,1885520.43633,-1085520.43633,1885520.43633001,18.0682708410467,"0",13.5923670066501,1245900.73494363,0,0.155088887109701,-0.495342594666458,5,5,41,41,1681,0
"1113","4535697","1",263.1506421975,959523.666666667,"1","2","6","7",12,38,"1","2","1","0","1","45","2","2",48,"1","0","1","0",959523.666666667,17.6731903601308,1444,1676199.1833444,-716675.516677731,1676199.18334441,18.0737197179836,"0",13.7741922597502,1958262.58044395,0,-0.496238326616482,-0.533280184219642,15,19,18,14,196,0
"1114","4535698","2",303.383478860131,1840691.33333333,"1","4","6","7",36,37,"0","3","1","0","1","39","5","2",48,"1","0","0","0",1840691.33333333,18.7373734919917,1369,1650184.95807582,190506.375257508,1650184.95807583,18.0590852016818,"1",14.425651783656,1550550.25685697,1,0.0277209788717599,0.453875618117799,15,19,17,13,169,0
"1115","4535699","1",213.888324505096,1e+05,"1","11","5","6",36,28,"1","1","0","1","1","59","1","2",50,"4","1","1","1",541570,14.1610598082669,784,1352333.13507881,-1252333.13507881,1352333.13507882,17.8306010220135,"0",11.5129254649702,1876607.34476358,0,-1.76139009554017,-0.424754095927783,11,13,12,10,100,0
"1116","4535699","2",213.888324505096,983140,"1","11","5","6",0,21,"0","1","1","0","1","30","5","1",16,"1","0","0","1",541570,17.7124771238084,441,1041369.8826929,-58229.8826929021,1041369.88269291,17.5324618190415,"1",13.7985068101481,1534399.86727757,1,0.211340655739871,0.680490445970907,11,13,5,3,9,1
"1117","4535701","2",218.382459240732,5e+05,"1","11","5","6",300,56,"0","3","0","1","1","41","1","2",70,"4","1","1","1",550000,16.6322808569644,3136,1902304.8149754,-1402304.8149754,1902304.81497541,17.9694015861954,"1",13.1223633774043,1685584.14092843,1,-0.694255753933397,0.554762981884289,11,13,40,38,1444,0
"1118","4535701","3",218.382459240732,6e+05,"1","3","6","7",2,23,"1","3","0","1","1","97","2","2",40,"1","0","1","0",550000,16.9210564734319,529,1137296.94796283,-537296.947962826,1137296.94796284,17.6283970632346,"0",13.3046849341983,2020116.24720671,0,-0.321169790191807,-0.554253007127016,15,19,3,0,0,0
"1119","4535703","1",213.888324505096,1283140,"1","3","6","7",2,22,"0","3","1","0","1","51","5","2",40,"1","0","0","0",1283140,18.1449629522743,484,1090041.45750097,193098.542499027,1090041.45750098,17.5815047026153,"1",14.0648207568965,1296661.21657307,1,-0.0450117438448608,0.520313036356877,15,19,2,0,0,0
"1120","4535704","1",238.640556816578,2e+05,"1","4","3","3",300,73,"1","3","0","1","1","93","1","2",40,"4","1","1","0",2e+05,15.2084095728228,5329,1694563.92962691,-1494563.92962691,1694563.92962692,17.2310983272089,"0",12.2060726455302,1811681.0737787,0,-1.09281231421824,-0.311915509275222,4,5,64,63,3969,0
"1121","4535705","1",311.869544477196,1341000,"1","2","6","7",48,37,"0","3","1","0","1","59","5","2",48,"4","1","0","0",1803535,18.2169765093299,1369,1650184.95807582,-309184.958075822,1650184.95807583,18.0590852016818,"1",14.1089261622638,1322825.66704098,1,-0.302018098860453,0.456882244094621,15,19,17,13,169,0
"1122","4535705","5",311.869544477196,1200000,"1","11","5","6",24,31,"1","3","1","0","1","95","5","2",48,"1","0","0","1",1803535,18.03579778489,961,1464361.83519378,-264361.835193781,1464361.83519379,17.9261171218268,"0",13.9978321147582,1776071.10412688,0,-0.00434231081969067,-0.443771185172331,11,13,15,13,169,0
"1123","4535705","9",311.869544477196,3e+06,"1","2","6","7",120,40,"1","3","1","0","1","3","2","2",48,"5","0","1","0",1803535,19.551287830667,1600,1723979.38084289,1276020.61915711,1723979.3808429,18.0965371817236,"0",14.9141228466324,1468060.41225547,0,0.405320122979849,-0.530700335217844,15,19,20,16,256,0
"1124","4535705","9",311.869544477196,1673140,"1","1","6","7",18,39,"1","3","1","0","1","39","4","2",48,"1","0","0","0",1803535,18.5799576666018,1521,1700797.32426675,-27657.3242667547,1700797.32426677,18.0862037113309,"0",14.3302126584762,1811681.0737787,0,-0.0625115427307545,-0.55472954071098,15,19,19,15,225,0
"1125","4535706","1",254.121161167727,1083333.33333333,"1","11","5","6",12,27,"1","3","1","0","1","45","2","2",80,"1","0","1","1",916666.666666665,17.869613620062,729,1312158.06634805,-228824.733014721,1312158.06634806,17.7944612761667,"0",13.8955532656378,1468060.41225547,0,-0.0243570158755935,-0.426095500495903,11,13,11,9,81,0
"1126","4535706","5",254.121161167727,750000,"1","7","4","5",60,53,"0","3","0","1","1","53","2","2",36,"1","0","1","0",916666.666666665,17.2769921288677,2809,1896482.44082682,-1146482.44082682,1896482.44082683,18.0351747079697,"1",13.5278284855125,1580119.92850073,1,0.0782326467286306,0.489063368195653,10,9,38,39,1521,0
"1127","4535710","1",283.403145960336,1e+06,"1","11","5","6",120,30,"0","3","0","1","1","54","1","2",48,"4","1","1","1",1e+06,17.7399710600835,900,1428435.01950168,-428435.019501676,1428435.01950169,17.8964289448435,"1",13.8155105579643,1508125.14360176,1,0.233473758249112,0.517791916558054,11,13,14,12,144,0
"1128","4535711","1",234.119759331995,13250000,"1","6","6","7",240,61,"1","6","1","0","1","21","3","2",36,"1","0","0","0",13250000,22.1130539069118,3721,1883687.08496534,11366312.9150347,1883687.08496535,17.8167692574815,"0",16.3995081103965,2020116.24720671,0,0.315152242877814,-0.277574998124494,15,19,41,37,1369,0
"1129","4535712","1",166.945233910816,5e+06,"1","2","6","7",360,57,"1","3","1","0","1","81","1","2",48,"4","1","1","0",2825000,20.4173821341396,3249,1901413.43766583,3098586.56233417,1901413.43766584,17.9431761663616,"0",15.4249484703984,1468060.41225547,0,0.735636164402784,-0.443438324512689,15,19,37,33,1089,0
"1130","4535712","3",166.945233910816,650000,"1","5","6","7",12,22,"0","3","1","0","1","39","4","2",48,"1","0","0","0",2825000,17.0484145507149,484,1090041.45750097,-440041.457500973,1090041.45750098,17.5815047026153,"1",13.3847276418718,1661983.84820843,1,-0.735949405819501,0.522818558004229,15,19,2,0,0,0
"1131","4535713","1",401.900643925948,240000,"1","2","3","3",300,67,"1","2","0","1","1","81","1","2",30,"4","1","1","0",1071713.34722222,15.4881213999231,4489,1814615.02552806,-1574615.02552806,1814615.02552807,17.5626432055262,"0",12.3883942023241,2037765.77586348,0,-0.975014507367417,-0.345174603535471,4,5,58,57,3249,0
"1132","4535713","3",401.900643925948,882333.416666667,"1","11","5","6",48,41,"0","2","1","0","1","39","3","2",53,"1","0","0","1",1071713.34722222,17.5379352942806,1681,1745745.35307281,-863411.936406147,1745745.35307283,18.1047201291619,"1",13.6903252869877,1418379.77719581,1,-0.322818269570109,0.555904596926553,11,13,25,23,529,0
"1133","4535713","1",401.900643925948,1e+06,"1","9","4","5",9,35,"1","2","0","1","1","53","2","2",78,"5","0","1","0",1071713.34722222,17.7399710600835,1225,1593908.25450002,-593908.254500015,1593908.25450003,18.0233646002148,"0",13.8155105579643,1738363.24503545,0,0.53736787128308,-0.503254868457109,10,9,20,21,441,0
"1134","4535713","2",401.900643925948,2e+06,"1","11","5","6",84,35,"0","2","1","0","1","59","1","2",88,"3","0","1","1",1071713.34722222,18.874708019171,1225,1593908.25450002,406091.745499985,1593908.25450003,18.0233646002148,"1",14.5086577385242,1675535.42716804,1,0.499414555744484,0.577210134447659,11,13,19,17,289,0
"1135","4535713","1",401.900643925948,1124806.66666667,"1","1","6","7",132,40,"1","2","1","0","1","37","5","2",48,"1","0","0","0",1071713.34722222,17.9305866770188,1600,1723979.38084289,-599172.714176223,1723979.3808429,18.0965371817236,"0",13.9331217270006,1245900.73494363,0,-0.479500141151069,-0.506615151485739,15,19,20,16,256,0
"1136","4535713","2",401.900643925948,1183140,"1","3","6","7",60,31,"0","2","1","0","1","33","5","2",47,"1","0","0","0",1071713.34722222,18.0127719772924,961,1464361.83519378,-281221.835193781,1464361.83519379,17.9261171218268,"1",13.9836824791538,1646980.0833116,1,-0.261057833098784,0.501581001368138,15,19,11,7,49,0
"1137","4535714","1",209.668457387605,4e+05,"1","11","5","6",36,51,"0","3","0","1","1","79","1","2",20,"4","1","1","1",950000,16.281332745373,2601,1885520.43633,-1485520.43633,1885520.43633001,18.0682708410467,"1",12.8992198260901,1269586.39693347,1,-0.682772737160296,0.471963037920374,11,13,35,33,1089,0
"1138","4535714","3",209.668457387605,1500000,"1","1","6","7",18,22,"0","3","1","0","1","39","5","2",40,"4","1","0","0",950000,18.4004244125722,484,1090041.45750097,409958.542499027,1090041.45750098,17.5815047026153,"1",14.2209756660724,1684437.51624586,1,0.0937918902111164,0.524321870992639,15,19,2,0,0,0
"1139","4535715","1",222.903256725315,8e+05,"1","11","5","6",372,61,"1","2","0","1","1","45","1","2",30,"4","1","1","1",8e+05,17.3804537583836,3721,1883687.08496534,-1083687.08496534,1883687.08496535,17.8167692574815,"0",13.5923670066501,990174.826598293,0,-0.113258297647367,-0.380789621660277,11,13,45,43,1849,0
"1140","4535715","2",222.903256725315,8e+05,"1","7","4","5",372,56,"0","2","0","1","1","45","1","2",28,"4","1","1","0",8e+05,17.3804537583836,3136,1902304.8149754,-1102304.8149754,1902304.81497541,17.9694015861954,"1",13.5923670066501,1241601.20812219,1,-0.0519974084757805,0.599347694076452,10,9,41,42,1764,0
"1141","4535716","1",292.717470156724,1500000,"1","3","3","3",60,38,"1","2","0","1","1","90","2","2",70,"5","0","1","0",9e+05,18.4004244125722,1444,1676199.1833444,-176199.183344398,1676199.18334441,18.0737197179836,"0",14.2209756660724,2051692.89044311,0,0.850877656044743,-0.491838427396292,4,5,29,28,784,0
"1142","4535716","2",292.717470156724,2e+05,"1","11","5","6",24,34,"0","2","0","1","1","45","2","2",40,"5","0","1","1",9e+05,15.2084095728228,1156,1563645.77619278,-1363645.77619278,1563645.7761928,18.0022785150496,"1",12.2060726455302,1679413.15936566,1,-1.21837170406219,0.498299112820897,11,13,18,16,256,0
"1143","4535716","9",292.717470156724,1e+06,"1","11","5","6",12,20,"0","2","0","1","1","45","2","2",54,"4","1","1","1",9e+05,17.7399710600835,400,991282.223538613,8717.77646138732,991282.223538622,17.4812684125132,"1",13.8155105579643,1593539.21056508,1,0.678053147415928,0.577396473739685,11,13,4,2,4,0
"1144","4535717","1",390.675524437783,1924000,"1","5","3","4",180,35,"1","2","0","1","1","97","2","2",84,"1","0","1","0",1312000,18.8105613953608,1225,1593908.25450002,330091.745499985,1593908.25450003,18.0233646002148,"0",14.4699169102078,2075365.3333124,0,0.990385587470524,-0.428672540484945,5,5,25,25,625,0
"1145","4535717","2",390.675524437783,7e+05,"1","9","4","5",48,32,"0","2","0","1","1","45","2","2",40,"5","0","1","0",1312000,17.1666464379872,1024,1498872.56653967,-798872.566539667,1498872.56653968,17.9536547758555,"1",13.4588356140255,1499367.98060372,1,0.175103387835536,0.517343947360191,10,9,17,18,324,0
"1146","4535718","1",254.386811904384,850000,"1","11","5","6",2,55,"0","3","0","1","1","53","2","2",48,"1","0","1","1",850000,17.4778529278812,3025,1901780.10793876,-1051780.10793876,1901780.10793877,17.9934764830747,"1",13.6529916284665,1534399.86727757,1,0.146949239412626,0.476073609469214,11,13,39,37,1369,0
"1147","4535719","1",238.383861076464,1247500,"1","1","6","7",36,59,"0","2","0","1","1","3","3","2",48,"1","0","0","0",859166.666666667,18.0990281079812,3481,1895382.43000802,-647882.43000802,1895382.43000803,17.8842737578305,"1",14.0366521066078,1673346.13641853,1,0.347346355217653,0.439105979463895,15,19,39,35,1225,0
"1148","4535719","3",238.383861076464,9e+05,"1","11","5","6",120,31,"1","2","0","1","1","79","1","2",50,"4","1","1","1",859166.666666667,17.5698717168362,961,1464361.83519378,-564361.835193781,1464361.83519379,17.9261171218268,"0",13.7101500423064,2089942.25774705,0,0.221687529411842,-0.465779608728053,11,13,15,13,169,0
"1149","4535719","9",238.383861076464,430000,"1","11","5","6",72,35,"0","2","0","1","1","54","1","2",24,"4","1","1","1",859166.666666667,16.3947763826513,1225,1593908.25450002,-1163908.25450002,1593908.25450003,18.0233646002148,"1",12.9715404876697,1685146.28277853,1,-0.51606398720751,0.507063519345257,11,13,19,17,289,0
"1150","4535720","1",205.425424579072,2541666.66666667,"1","6","6","7",228,51,"1","3","1","0","1","13","5","2",30,"2","0","0","0",2541666.66666667,19.2734840791723,2601,1885520.43633,656146.23033667,1885520.43633001,18.0682708410467,"0",14.7483305917896,1057253.13784402,0,0.136777646041137,-0.497537206470176,15,19,31,27,729,0
"1151","4535721","3",140.425806795405,1e+06,"1","11","5","6",240,46,"1","2","0","1","1","95","1","2",60,"4","1","1","1",970000,17.7399710600835,2116,1833333.94902914,-833333.949029138,1833333.94902915,18.1133770220356,"0",13.8155105579643,2096127.62442332,0,0.0980248592284482,-0.463825024826817,11,13,30,28,784,0
"1152","4535721","9",140.425806795405,940000,"1","5","6","7",5,37,"0","2","1","0","1","39","2","2",40,"1","0","1","0",970000,17.6400006961385,1369,1650184.95807582,-710184.958075822,1650184.95807583,18.0590852016818,"1",13.7536351542462,1534399.86727757,1,-0.501483243152175,0.467187058766292,15,19,17,13,169,0
"1153","4535722","2",233.854108595337,8e+05,"1","11","5","6",24,48,"0","1","0","1","1","41","1","2",48,"4","1","1","1",8e+05,17.3804537583836,2304,1858456.79698814,-1058456.79698814,1858456.79698815,18.1017861185036,"1",13.5923670066501,1322825.66704098,1,0.187929093152805,0.531287079459929,11,13,32,30,900,0
"1154","4535723","1",390.698690128824,5e+05,"1","9","4","5",12,52,"1","1","0","1","1","41","2","2",36,"4","1","1","0",686096.133333333,16.6322808569644,2704,1891709.48075152,-1391709.48075152,1891709.48075153,18.0527980359855,"0",13.1223633774043,2083702.74024952,0,-0.102382398061749,-0.457787759766494,10,9,37,38,1444,0
"1155","4535723","2",390.698690128824,912523.666666667,"1","9","4","5",276,49,"0","1","1","0","1","3","5","1",48,"1","0","0","0",686096.133333333,17.5921467013237,2401,1868894.09444831,-956370.427781643,1868894.09444832,18.0927648823058,"1",13.7239693001755,1460694.61724313,1,-0.316543567704079,0.668628465096407,10,9,34,35,1225,1
"1156","4535723","3",390.698690128824,957957,"1","11","5","6",12,26,"1","1","1","0","1","97","5","2",48,"1","0","0","1",686096.133333333,17.6705512373613,676,1270566.91327107,-312609.913271072,1270566.91327108,17.7561710073654,"0",13.7725581707682,1566552.91427384,0,0.0547833403330248,-0.35189821777076,11,13,10,8,64,0
"1157","4535723","1",390.698690128824,8e+05,"1","11","5","6",1,32,"1","1","1","0","1","98","2","2",84,"1","0","1","1",686096.133333333,17.3804537583836,1024,1498872.56653967,-698872.566539667,1498872.56653968,17.9536547758555,"0",13.5923670066501,1656653.85853383,0,-0.217354853726847,-0.385677757562722,11,13,16,14,196,0
"1158","4535723","2",390.698690128824,260000,"1","11","5","6",36,25,"0","1","0","1","1","54","1","2",20,"4","1","1","1",686096.133333333,15.6114820940445,625,1227559.67584788,-967559.675847875,1227559.67584789,17.7157302156096,"1",12.4684369099977,1638112.64710566,1,-0.745477400165367,0.593360110171771,11,13,9,7,49,0
"1159","4535725","1",194.208921972393,1500000,"1","8","4","5",18,44,"1","2","0","1","1","95","1","2",54,"4","1","1","0",9e+05,18.4004244125722,1936,1802546.76368526,-302546.763685263,1802546.76368527,18.1163658337496,"0",14.2209756660724,990174.826598293,0,0.88389559513633,-0.514743936763144,10,9,29,30,900,0
"1160","4535725","3",194.208921972393,3e+05,"1","11","5","6",1,19,"1","2","0","1","1","38","4","2",30,"4","1","0","1",9e+05,15.832885316385,361,939778.480038105,-639778.480038105,939778.480038114,17.4279244830304,"0",12.6115377536383,1245900.73494363,0,-0.485957886232158,-0.416892556470243,11,13,3,1,1,0
"1161","4535726","1",243.471239664797,1183140,"1","5","3","4",120,45,"1","3","1","0","1","77","5","2",48,"1","0","0","0",1088760,18.0127719772924,2025,1818648.39853031,-635508.39853031,1818648.39853032,18.1159466893698,"0",13.9836824791538,2094083.88580498,0,-0.0976004044729408,-0.411180410024181,5,5,35,35,1225,0
"1162","4535726","2",243.471239664797,1383140,"1","2","6","7",144,46,"0","3","1","0","1","33","5","2",60,"1","0","0","0",1088760,18.2675612270565,2116,1833333.94902914,-450193.949029137,1833333.94902915,18.1133770220356,"1",14.1398668347354,1593539.21056508,1,-0.404050606179233,0.473437149583625,15,19,26,22,484,0
"1163","4535726","3",243.471239664797,7e+05,"1","1","6","7",12,19,"1","3","0","1","1","37","3","2",40,"1","0","0","0",1088760,17.1666464379872,361,939778.480038105,-239778.480038105,939778.480038114,17.4279244830304,"0",13.4588356140255,1656653.85853383,0,-0.0725031688263628,-0.519961289558719,15,19,-1,0,0,0
"1164","4535728","1",262.584061093751,937523.666666667,"1","1","6","7",4,27,"1","2","1","0","1","34","5","2",66,"1","0","0","0",949190.333333333,17.6357435406042,729,1312158.06634805,-374634.399681384,1312158.06634806,17.7944612761667,"0",13.7509972809525,2075365.3333124,0,-0.363762880655519,-0.491767609203781,15,19,7,3,9,0
"1165","4535728","2",262.584061093751,960857,"1","2","6","7",1,23,"0","2","1","0","1","70","5","2",48,"1","0","0","0",949190.333333333,17.6754331480748,529,1137296.94796283,-176439.947962826,1137296.94796284,17.6283970632346,"1",13.7755808735503,1372423.46046176,1,-0.248620335866429,0.533714987589112,15,19,3,0,0,0
"1166","4535729","1",247.124525678539,1100000,"1","11","5","6",1,23,"1","1","0","1","1","95","4","2",48,"1","0","0","1",1100000,17.8943828857525,529,1137296.94796283,-37296.9479628256,1137296.94796284,17.6283970632346,"0",13.9108207377686,1185116.09201668,0,0.78077199853149,-0.401598096121179,11,13,7,5,25,0
"1167","4535730","1",267.393675006033,9e+05,"1","11","5","6",3,43,"1","1","0","1","1","95","4","2",48,"1","0","0","1",875000,17.5698717168362,1849,1785029.044494,-885029.044493999,1785029.04449401,18.1146344551748,"0",13.7101500423064,1656653.85853383,0,0.321953456965979,-0.476748831888723,11,13,27,25,625,0
"1168","4535730","9",267.393675006033,850000,"1","5","3","4",1,33,"1","1","1","0","1","95","4","2",48,"1","0","0","0",875000,17.4778529278812,1089,1531967.21353934,-681967.213539335,1531967.21353935,17.9790419069298,"0",13.6529916284665,1468060.41225547,0,-0.0448991351829713,-0.35242954139648,5,5,23,23,529,0
"1169","4535731","1",455.5184776016,793383.666666667,"1","5","3","4",12,42,"1","1","1","0","1","95","4","2",50,"1","0","0","0",416691.833333333,17.3671273012228,1764,1766095.24095652,-972711.574289848,1766095.24095653,18.1107525536456,"0",13.5840622003451,1518355.60798445,0,-0.195246619878829,-0.369663440836122,5,5,32,32,1024,0
"1170","4535731","9",455.5184776016,40000,"1","6","4","5",6,19,"1","1","1","0","1","95","4","2",50,"1","0","0","0",416691.833333333,12.8147526458452,361,939778.480038105,-899778.480038105,939778.480038114,17.4279244830304,"0",10.5966347330961,1361176.35247874,0,-2.80095990027929,-0.29595275167503,10,9,4,5,25,0
"1171","4535732","1",236.458516975133,1234806.66666667,"1","11","5","6",12,24,"1","1","1","0","1","58","5","2",60,"1","0","0","1",761602.222222223,18.0823617750743,576,1183136.35407846,51670.3125882103,1183136.35407847,17.6731389008994,"0",14.0264249705806,990174.826598293,0,0.352302934198586,-0.338781091127211,11,13,8,6,36,0
